word
leghʉ
legɛ
legʉɔ
lehīp
lejy
lelɔk
lena
lenɔŋne
lepfo
lepfɛ
lepu
lepuʼ
lesa
leshuŋ
leshuŋne
lesoŋ
lesoŋle
leswhi
leswhiine
leswiŋ
lesɔŋ
leti
letuŋo
letɔ
levēŋ
lewhi
lewhʉ
lezho
lezi
lezogli
lezwi
lezɔŋne
li
lifhi
lifhili
lifiŋ
lilhi
linɔgli
lipīm
lo
lu
lyɛ
lá
láam
lé
lúum
lā
lī
lɔ
lɔk
lɔkɔ
lɔɔk
lɔɔn
lɛ
lɛɛ
lʉ
lε
lέsi
m
ma
matíta
mba
mbab
mbalɔ
mbap
mbeleék
mbhi
mbhʉ
mbi
mblúsi
mblέε
mbo
mboŋo
mbu
mbàā
mbásíku
mbúm
mbī
mbɑ
mbɔ
mbʉ
me
mega
megʉ
meka
mekhu
meku
mekwaŋte
mekwɛt
melaʼ
membab
membe
memia
mempia
memvho
mena
menda
menka
mentu
menu
menɔŋɔ
mesa
meshhʉ
meshuŋne
meswhi
mesíŋ
meto
metsem
metseŋ
metuŋo
metʉ
meŋ
meŋkʉɔ
mi
mie
mmo
mmɔ
momengwí
mpfɛtɛ
mpɛ
mu
mvfo
mvho
mvhɔ
má
máak
mé
méntʉ
méshuŋne
méŋ
méŋsé
méŋwa
míá
mò
mɔ
mɔmenzwí
mɔɔn
mə
mɛ
mɛnzhɛ
mεkaba
mεtlási
mεtúa
mέlέti
mέt
mέta
mέtsíέsi
n
na
naa
nc
nchu
ncu
ncwo
ncʉ
ncʉɔ
nda
ndaanjhʉ
nde
ndeŋ
ndi
ndlapo
ndo
ndokfao
ndu
ndō
ndōla
ndū
ndūŋ
ndɔ
ndɔk
ndɛ
ne
neéŋ
nfāk
nga
nge
ngee
ngesa
ngie
ngàŋ
ngʉ
nhʉ
niŋ
njakási
nju
njunjú
njʉ
njʉnja
nka
nkw
nkā
nkɔ
nna
nne
nnu
nnɔŋ
nta
nte
nti
ntii
ntsa
ntse
ntsem
ntshi
ntshiɛ
ntswhiɛ
ntsyɛtɛ
ntsɔ
ntsə
ntsəŋ
ntsε
ntu
nté
ntɔ
ntɔŋ
ntʉ
nu
numbatisi
nye
nyi
nyiŋ
nzaŋ
nzem
nzemέ
nzeŋ
nzhɛ
nzhʉ
nzhέ
nzi
nzoko
nzokzem
nzso
nzwe
nzwhí
nzwi
nzye
nzá
nzēm
nzīŋā
nzɔ
nzəm
nzɛ
nà
náŋ
náŋá
né
nénasi
nɔ
nɔŋ
nɛ
o
on
oo
op
p
pa
panuŋe
pazwe
paŋne
paʼa
pe
pek
pepa
pfɛ
pi
pie
pii
piŋ
po
poŋ
pu
puu
puɔ
pwo
pwɔ
pwɛt
pá
pâ
pía
pùp
pú
púsi
pɔ
pɔŋ
pɔɔn
pɛ
pɛɛte
pʉ
pέεn
sa
se
seŋ
shu
shuŋ
shy
shàglì
shúka
shúu
shʉ
shʉʼ
si
sie
sse
su
sw
sépʉ
síī
sī
sɔ
sɔɔn
sɛ
t
ta
tapne
te
temi
to
tsa
tsaʼte
tsem
tsetsɛ
tshi
tshí
tsiŋe
tswhi
tswi
tsyɛʼte
tsà
tsīá
tsɔ
tsɔk
tsɛ
tte
tu
tuŋ
ty
tye
tè
té
tíí
tɔ
tɔŋ
tɔɔte
tɔɔtɛ
tə
təŋ
tɛ
tɛʼ
tʉ
tέblε
tέla
tέwεlε
u
un
wa
we
weg
wege
wek
wu
wási
wɑ
wɔ
wɔb
wɔgɔ
wɔnatema
wɔɔn
wɛ
ya
yaa
ye
yeg
yege
yemba
yi
yémɔ
yí
yíí
yīi
yɔ
yɔb
yɔgɔ
yɔɔn
yɛ
za
zap
zapa
ze
zeŋ
zge
zhù
zhɛ
zhέ
zi
ziŋ
ziʼne
zo
zoko
zw
zweknzem
zwiŋɛ
zwɛ
zá
zééŋ
zí
zíiŋ
zík
zē
zīi
zīɛ
zɔ
zɔŋ
zɛ
zɛmɔʼɔ
zɛte
zέ
À
Á
Áflíka
Ésáŋ
Ó
Ú
à
á
áhu
ánε
áá
áíí
áŋŋŋɔŋŋ
è
é
éka
épiŋ
éswɛtte
éwú
ñjhʉ
ñjʉɔ
ò
òmbɑ
ó
ējʉɔ
īī
Ńtswī
Ńzāp
ńtɔŋ
ńtʉɔ
ńzhɛ
ńzáŋ
Ŋ
Ŋgeme
Ŋghi
Ŋgɔ
Ŋiŋ
ŋ
ŋa
ŋe
ŋgap
ŋgapá
ŋghiɛ
ŋghʉ
ŋgitá
ŋglasi
ŋgoyá
ŋgwa
ŋgwɛ
ŋgya
ŋgɔ
ŋgɛ
ŋgʉ
ŋiŋ
ŋka
ŋke
ŋkhʉ
ŋku
ŋkwɛ
ŋkɔŋ
ŋkɔŋɔ
ŋkɛne
ŋkʉ
ŋlepɛ
ŋlī
ŋlɛ
ŋne
ŋo
ŋte
ŋyɔ
ŋzè
ŋɑ
ŋɛ
ō
Ɔ
Ǎ
Ǐ
Ǒ
ɔ
ɔk
ɔn
ɔnfu
ɔp
ɔŋ
ɔɔn
ɛ
ʉ
ʼ
ʼa
ʼfo
ʼmie
ʼne
ʼte
̀
"̀,"
̀?
̀’
"̀’,"
́
́!
"́!,"
́'
"́,"
́.
"́.,"
́.”
́?
́’
"́’,"
̂
̂'
"̂,"
̄
̄'
"̄,"
̄.
̄?
̄’
̈
̌
"̌,"
̌?
"̌?,"
̌’
̌’.
‘
"‘,"
’
"’,"
’.
“
”.
